,text,truthVals
12719,"In a poll, ""53 percent of young Republican voters . . . under age 35 said that they would describe a climate [change] denier as 'ignorant,' 'out of touch' or 'crazy.'""",0.8
12720,"""Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again.""",0.4
12721,"In Wisconsin, a ""second arrest for carrying pot is a felony,"" but a second or subsequent arrest ""for carrying a gun illegally is a misdemeanor.""",0.8
12722,"Says that voter identification laws ""keep poor people from voting, minorities from voting, the elderly from voting, students from voting.""",0.6
12723,"""In 2013 we had the largest, the best, private sector job growth we’ve had in this state since the 1990s.""",0.8
12724,"Says the success of his economic agenda is supported by the fact ""we went from unemployment at 9.2 percent when I decided to run for governor four years ago to two points lower.""",0.4
12725,"Says ""tens of thousands of children"" were rushed across the southwest border ""because they fear the wall.""",0.4
12726,Says House Republicans spent $50 million on 33 votes to repeal Obamacare.,0.2
12727,"Milwaukee has seen ""an uptick in violence"" since 2010, and ""the only period of calm we get is when winter sets in.""",0.8
12728,"""We built a new prison every 10 days between 1990 and 2005 to keep up with our mass incarceration explosion of nonviolent offenders.""",0.8
12729,"""Thousands of Westerners and Americans"" are fighting with extremists in eastern Syria and Iraq.",0.8
12730,"""Sen. McCain was already turning his sights to Iraq just days after 9/11, and he became a leading supporter of an invasion and occupation of (Iraq).""",1.0
12731,"""Sixty percent of New Jersey doctors do not accept Medicaid patients.""",1.0
12732,"""We are now seeing a decrease in violent crime.""",1.0
12733,"Says under his leadership ""Wisconsin median household income"" is up 2.7%, while it is down 1.3% nationally under President Obama.",0.4
12734,"A new presidential helicopter ""is now going to cost as much as Air Force One.""",0.8
12735,"""There are more poor people today as a percentage of our population than the 1970s.""",0.8
12736,"""American families work hard to earn $4,250 a month. Obama is spending $18,972 a month on each illegal immigrant child.""",0.4
12737,"Chris Koster ""opposed protecting the women of Missouri"" because he ""was one of only four senators to vote against"" a bill ending the practice of making rape victims pay for their own rape kits.",0.6
12738,"""We got back every dime used to rescue the banks.""",0.8
12739,"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",1.0
12740,"Says Israel profiles based on ethnicity and ""does it very successfully.""",0.6
12741,"""The Obama administration just issued instructions that terrorism training should not involve any reference to Islam.""",0.2
12742,"""In the case of General Motors, the (Bush) administration wrote a check without asking for any conditions of change.""",0.2
12743,"""A few weeks ago Obama took Hamas and Iran OFF the terror list.""",0.2
12744,"""Mike Dovilla’s big ideas like expanding the Ohio Motion Picture Tax Credit, which helped bring films like ‘The Avengers’ to Cleveland, have helped make our state No. 1 in the Midwest for job creation.""",0.6
12745,"Says that  in the recent year homeowners across Ohio have signed mineral rights agreements ""and I understand that over a billion dollars worth of leases have been signed to date.""",1.0
12746,"""Charlie Crist was the only prominent Republican in the country to campaign with Barack Obama before the stimulus passed, on behalf of the stimulus.""",0.6
12747,"""Guess what, governor? There’s no fried butter in Newark. Just 13 percent unemployment.""",1.0
12748,"""Since China joined — that’s another beauty — the WTO in 2001, the U.S. has lost many more than 60,000 factories.""",0.8
12749,"Says ""we"" have put more boots on the U.S.-Mexico border ""than at any time in our history, and illegal crossings are down by nearly 80 percent from their peak in 2000.""",0.6
12750,"""One of the things we found very clearly and consistently is that [video gaming] is a growth industry.""",0.4
12751,"""Pence: ‘Michelle Obama Is The Most Vulgar First Lady We’ve Ever Had’""",0.0
12752,"Under Hillary Clinton, State Department ""officials were sending official thank-yous to people who gave to the Clinton Foundation.""",0.2
12753,"In the ""Obama economy ... the youth unemployment rate is double the unemployment rate for all Americans.""",0.6
12754,Tax increases under Michigan Gov. Jennifer Granholm led to state unemployment going from 6.8 percent to 15.3 percent.,0.4
12755,"""In just 17 years, spending for Social Security, federal health care and interest on the debt will exceed ALL tax revenue!""",0.8
12756,"""For every $1 spent on mitigation, $4 in post-storm cleanup and rebuilding is saved.""",0.8
12757,"The Obama administration ""raised discretionary spending by 24 percent from President George W. Bush's last full-year budget and will run up more debt by October than Bush did in eight years.""",0.6
12758,"""Mr. Warren compared same-sex couples to incest.""",0.4
12759,"Says under the Affordable Care Act, New Jersey’s ""new (Medicaid) enrollees won’t qualify for the matching federal funds simply because we added them onto the rolls before 2014.""",0.4
12760,"President Barack Obama ""said at the beginning of the negotiations that the basic approach was to dismantle Iran’s nuclear program in exchange for dismantling the sanctions.""",0.2
12761,"""This is the first time in the history that we've had the raising of a debt limit also with spending cuts.""",0.2
12762,Wisconsin law says all recall petition signers must sign in the presence of another person.,0.2
12763,"The immigration bill ""has a specific provision that says that Secretary Napolitano does not have to build any fence if she chooses not to.""",0.2
12764,"McCain and Bush are millionaires who are ""for tax cuts for millionaires.""",0.8
12765,"Judithanne McLauchlan ""was part of a group that supports imposing a state income tax on Floridians.""",0.4
12766,"President Barack Obama has ""announced that he would not sign ANY spending bills this year unless sequestration spending cuts are eliminated.""",0.6
12767,"""Very, very, very few people get a pat-down"" when they go through airport security.",0.0
12768,"The group that organized Texas Muslim Capitol Day in Austin ""was recently listed as one of 82 organizations designated as a terrorist group by the United Arab Emirates.""",0.6
12769,"Says Ellen Rosenblum ""has said over and over again that this is a job where 80 percent of the job is being the government’s lawyer.""",0.6
12770,"Says Hillary Clinton ""savaged"" the dignity of people who accused Bill Clinton of sexual harassment or assault ""and shamed them.""",0.4
12771,"Says climate scientist James Hansen says ""we have until perhaps 50 years from now,"" or maybe a little longer ""and at that point, we are looking at 10, 20, 30 feet of sea-level rise.""",0.2
12772,"""I did very well with young people in Ohio, Massachusetts, California.""",0.6
12773,"The federal deficit would pay for 40 gallons of ""New Hampshire maple syrup"" for everyone in the United States.",0.6
12774,"A bill to cap carbon emissions ""could cost Ohio 100,000 jobs.""",0.4
12775,"""A lot of student loans are already refinanced by the federal government.""",0.2
12776,Says Republicans want to cut education by 25 percent.,0.8
12777,"""Not one dime gets added to the deficit because of Social Security.""",0.4
12778,"Says Whoopi Goldberg said the widow of a Navy SEAL was ""looking for attention.""",0.0
12779,"""When you look for a job, you can't find it and you give up. You are now considered statistically employed.""",0.2
12780,"Bernie Sanders opposes the Trans-Pacific Partnership, and Hillary Clinton supports it.",0.8
12781,"In the event of a U.S. strike on Syria, ""the Russians will replace the weapons immediately. They’ve said it on the record. They’ve suggested they might even replace it with better stuff.""",0.4
12782,"Says Gov. Scott Walker’s proposed state budget contained 110 pages of errors -- an unusually high number -- ""and millions of dollars’ worth of mistakes"" that were corrected with a follow-up document.",0.8
